
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,10000.00000, 0.00000, 1.12877, 0.00000,700.00000, 1.12877, 0.00000, 0.00000, 0.00000, 6.00000, 0.01972, 0.00381, 1.00074, 0.65010,430.66005,1454.59743,2953.05847,-1.66103,-0.01783,-0.48325,
 0.10000,69.99998, 0.00459,10000.00015, 0.04732, 1.12870, 0.58667,699.99914, 1.12894,-0.57505, 1.03025, 0.00333, 5.60346, 0.01972, 0.07519, 1.00079, 0.65010,430.65899,1454.59742,2953.05847,-1.66103,-0.01783,-0.48325,
 0.20000,139.99968, 0.03334,10000.00062, 0.27424, 1.12851, 1.09787,699.99411, 1.13297,-1.05339, 3.46087, 0.01930, 4.51877, 0.01982, 0.13252, 1.00254, 0.65010,430.65279,1454.59739,2953.05847,-1.66103,-0.01783,-0.48325,
 0.30000,209.99856, 0.10584,10000.00183, 0.77340, 1.12839, 1.47438,699.98337, 1.14553,-1.37744, 6.38920, 0.04106, 2.94904, 0.02011, 0.16925, 1.00782, 0.65009,430.63957,1454.59732,2953.05847,-1.66103,-0.01783,-0.48325,
 0.40000,279.99605, 0.23664,10000.00492, 1.55494, 1.12919, 1.68012,699.96838, 1.16699,-1.51531, 9.06602, 0.04887, 1.14739, 0.02059, 0.18209, 1.01640, 0.65007,430.62108,1454.59715,2953.05847,-1.66103,-0.01783,-0.48325,
 0.50000,349.99180, 0.43434,10000.01164, 2.56394, 1.13257, 1.70523,699.95244, 1.19170,-1.46311,10.93390, 0.02543,-0.62125, 0.02112, 0.17128, 1.02562, 0.65006,430.60138,1454.59677,2953.05847,-1.66103,-0.01783,-0.48325,
 0.60000,419.98582, 0.70135,10000.02383, 3.70088, 1.14038, 1.56535,699.93896, 1.21057,-1.24340,11.65269,-0.03189,-2.11719, 0.02151, 0.14025, 1.03179, 0.65005,430.58462,1454.59608,2953.05847,-1.66103,-0.01783,-0.48325,
 0.70000,489.97843, 1.03442,10000.04261, 4.84406, 1.15361, 1.29743,699.92982, 1.21582,-0.90019,11.11047,-0.10872,-3.15728, 0.02158, 0.09493, 1.03209, 0.65004,430.57313,1454.59502,2953.05847,-1.66103,-0.01783,-0.48325,
 0.80000,559.97003, 1.42570,10000.06791, 5.87191, 1.17138, 0.95294,699.92489, 1.20482,-0.49096, 9.41277,-0.18110,-3.63644, 0.02131, 0.04278, 1.02599, 0.65003,430.56672,1454.59359,2953.05847,-1.66103,-0.01783,-0.48325,
 0.90000,629.96100, 1.86434,10000.09843, 6.68297, 1.19064, 0.58947,699.92243, 1.18109,-0.07737, 6.84387,-0.22755,-3.53598, 0.02077,-0.00847, 1.01539, 0.65003,430.56328,1454.59186,2953.05847,-1.66103,-0.01783,-0.48325,
 1.00000,699.95153, 2.33837,10000.13205, 7.21051, 1.20681, 0.26230,699.92029, 1.15215, 0.28388, 3.80087,-0.23877,-2.92069, 0.02014,-0.05188, 1.00353, 0.65003,430.56020,1454.58996,2953.05847,-1.66103,-0.01783,-0.48325,
 1.10000,769.94163, 2.83656,10000.16644, 7.42984, 1.21511, 0.01664,699.91707, 1.12575, 0.54863, 0.71910,-0.22002,-1.92125, 0.01958,-0.08227, 0.99343, 0.65003,430.55577,1454.58802,2953.05847,-1.66103,-0.01783,-0.48325,
 1.20000,839.93123, 3.35015,10000.19957, 7.35870, 1.21201,-0.11722,699.91261, 1.10666, 0.68966,-1.99354,-0.18620,-0.70371, 0.01918,-0.09670, 0.98665, 0.65002,430.54984,1454.58614,2953.05847,-1.66103,-0.01783,-0.48325,
 1.30000,909.92028, 3.87388,10000.22986, 7.05130, 1.19619,-0.12648,699.90783, 1.09545, 0.69852,-4.01406,-0.15322, 0.55119, 0.01895,-0.09459, 0.98303, 0.65002,430.54355,1454.58443,2953.05847,-1.66103,-0.01783,-0.48325,
 1.40000,979.90883, 4.40656,10000.25609, 6.58800, 1.16885,-0.01597,699.90396, 1.08942, 0.58505,-5.13799,-0.13063, 1.67296, 0.01883,-0.07759, 0.98125, 0.65001,430.53844,1454.58295,2953.05847,-1.66103,-0.01783,-0.48325,
 1.50000,1049.89698, 4.95095,10000.27711, 6.06257, 1.13317, 0.19394,699.90180, 1.08495, 0.37464,-5.29526,-0.11873, 2.52301, 0.01874,-0.04922, 0.97984, 0.65001,430.53549,1454.58176,2953.05847,-1.66103,-0.01783,-0.48325,
 1.60000,1119.88486, 5.51308,10000.29160, 5.56880, 1.09345, 0.47133,699.90127, 1.07973, 0.10353,-4.54897,-0.11078, 3.01061, 0.01863,-0.01423, 0.97801, 0.65001,430.53465,1454.58094,2953.05847,-1.66103,-0.01783,-0.48325,
